tourney_name,surface,tourney_level,winner_id,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_hand,loser_ht,loser_ioc,loser_age,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
Acapulco,Hard,A,200282,R,183.0,AUS,24.0,210202,U,186.5462915601023,MEX,17.8,3,R32,76.0,4.0,1.0,39.0,23.0,17.0,12.0,7.0,1.0,1.0,0.0,2.0,67.0,48.0,24.0,8.0,8.0,4.0,9.0
Acapulco,Hard,A,202235,U,187.36942675159236,ITA,24.2,106214,R,196.0,GER,29.6,3,R32,116.0,3.0,5.0,74.0,48.0,36.0,11.0,11.0,3.0,5.0,5.0,6.0,76.0,33.0,26.0,22.0,13.0,3.0,5.0
Acapulco,Hard,A,106121,R,191.0,JPN,30.0,200670,R,183.0,USA,24.1,3,R32,106.0,2.0,1.0,63.0,45.0,32.0,8.0,10.0,2.0,4.0,2.0,7.0,63.0,33.0,21.0,14.0,10.0,8.0,12.0
Acapulco,Hard,A,134770,R,183.0,NOR,24.1,105819,R,183.0,ARG,31.5,3,R32,169.0,16.0,1.0,97.0,56.0,38.0,23.0,16.0,10.0,15.0,1.0,6.0,100.0,60.0,42.0,17.0,16.0,4.0,9.0
Dubai,Hard,A,106421,R,198.0,RUS,27.0,126094,R,188.0,RUS,25.3,3,F,68.0,9.0,1.0,40.0,29.0,24.0,8.0,8.0,0.0,0.0,3.0,1.0,54.0,33.0,21.0,6.0,8.0,3.0,7.0
Dubai,Hard,A,106421,R,198.0,RUS,27.0,104925,R,188.0,SRB,35.7,3,SF,95.0,8.0,1.0,62.0,36.0,28.0,13.0,10.0,0.0,1.0,5.0,1.0,62.0,43.0,29.0,11.0,10.0,1.0,4.0
Dubai,Hard,A,126094,R,188.0,RUS,25.3,100644,R,198.0,GER,25.8,3,SF,118.0,2.0,2.0,70.0,44.0,33.0,17.0,10.0,0.0,1.0,12.0,3.0,84.0,67.0,46.0,5.0,11.0,3.0,6.0
Dubai,Hard,A,104925,R,188.0,SRB,35.7,128034,R,196.0,POL,26.0,3,QF,81.0,4.0,2.0,55.0,36.0,29.0,15.0,11.0,0.0,0.0,7.0,1.0,57.0,36.0,28.0,12.0,10.0,6.0,8.0
Dubai,Hard,A,106421,R,198.0,RUS,27.0,106432,R,188.0,CRO,26.2,3,QF,81.0,4.0,3.0,43.0,26.0,20.0,11.0,8.0,1.0,2.0,0.0,1.0,51.0,27.0,12.0,10.0,9.0,1.0,6.0
Dubai,Hard,A,100644,R,198.0,GER,25.8,132283,R,191.0,ITA,27.8,3,QF,112.0,5.0,1.0,61.0,50.0,42.0,4.0,11.0,6.0,6.0,6.0,1.0,69.0,49.0,33.0,10.0,11.0,3.0,5.0
Dubai,Hard,A,126094,R,188.0,RUS,25.3,122298,R,188.0,NED,27.4,3,QF,112.0,9.0,1.0,72.0,47.0,36.0,17.0,11.0,4.0,5.0,7.0,5.0,86.0,57.0,42.0,9.0,10.0,10.0,12.0
Dubai,Hard,A,104925,R,188.0,SRB,35.7,134868,R,188.0,NED,26.6,3,R16,81.0,8.0,3.0,43.0,22.0,20.0,14.0,9.0,0.0,1.0,12.0,1.0,80.0,57.0,33.0,8.0,8.0,12.0,16.0
Dubai,Hard,A,128034,R,196.0,POL,26.0,200303,R,191.0,RUS,24.2,3,R16,68.0,9.0,1.0,50.0,34.0,31.0,9.0,10.0,0.0,0.0,3.0,1.0,52.0,34.0,22.0,8.0,9.0,3.0,6.0
Dubai,Hard,A,106421,R,198.0,RUS,27.0,122330,R,196.0,KAZ,25.6,3,R16,64.0,5.0,1.0,41.0,30.0,29.0,7.0,9.0,0.0,0.0,5.0,5.0,54.0,34.0,24.0,7.0,9.0,2.0,5.0
Dubai,Hard,A,106432,R,188.0,CRO,26.2,106423,R,196.0,AUS,26.8,3,R16,173.0,3.0,3.0,82.0,54.0,47.0,22.0,16.0,0.0,0.0,20.0,2.0,120.0,79.0,59.0,20.0,17.0,5.0,8.0
Dubai,Hard,A,100644,R,198.0,GER,25.8,106331,R,183.0,AUS,28.7,3,R16,78.0,11.0,1.0,51.0,39.0,35.0,9.0,11.0,0.0,0.0,4.0,0.0,55.0,39.0,29.0,10.0,11.0,3.0,5.0
Dubai,Hard,A,132283,R,191.0,ITA,27.8,200000,R,193.0,CAN,22.5,3,R16,115.0,2.0,1.0,56.0,44.0,39.0,9.0,11.0,0.0,0.0,6.0,3.0,70.0,34.0,28.0,21.0,11.0,2.0,3.0
Dubai,Hard,A,122298,R,188.0,NED,27.4,144707,R,183.0,SWE,24.4,3,R16,153.0,7.0,3.0,79.0,51.0,32.0,15.0,13.0,4.0,8.0,2.0,3.0,100.0,69.0,38.0,15.0,14.0,3.0,9.0
Dubai,Hard,A,126094,R,188.0,RUS,25.3,200221,R,183.0,ESP,23.7,3,R16,145.0,12.0,2.0,101.0,63.0,48.0,22.0,15.0,2.0,4.0,8.0,3.0,112.0,77.0,54.0,23.0,16.0,2.0,2.0
Dubai,Hard,A,104925,R,188.0,SRB,35.7,207830,R,183.0,CZE,22.3,3,R32,147.0,12.0,8.0,100.0,60.0,43.0,22.0,15.0,7.0,10.0,6.0,4.0,94.0,56.0,36.0,19.0,15.0,3.0,6.0
Dubai,Hard,A,134868,R,188.0,NED,26.6,106005,R,180.0,FRA,30.7,3,R32,119.0,11.0,5.0,78.0,45.0,35.0,19.0,13.0,6.0,7.0,11.0,4.0,98.0,63.0,43.0,15.0,14.0,9.0,12.0
Dubai,Hard,A,200303,R,191.0,RUS,24.2,200615,R,196.0,AUS,23.5,3,R32,167.0,2.0,2.0,110.0,76.0,56.0,18.0,17.0,1.0,3.0,13.0,7.0,115.0,63.0,45.0,28.0,16.0,8.0,10.0
Dubai,Hard,A,128034,R,196.0,POL,26.0,207686,R,186.5462915601023,RUS,22.2,3,R32,121.0,18.0,3.0,81.0,62.0,51.0,10.0,15.0,2.0,4.0,3.0,2.0,103.0,63.0,45.0,23.0,15.0,9.0,11.0
Dubai,Hard,A,106421,R,198.0,RUS,27.0,208286,R,183.0,ITA,22.0,3,R32,91.0,6.0,3.0,62.0,37.0,29.0,14.0,9.0,0.0,0.0,0.0,3.0,64.0,37.0,23.0,12.0,9.0,2.0,5.0
Dubai,Hard,A,122330,R,196.0,KAZ,25.6,200247,R,185.0,BUL,25.3,3,R32,25.0,3.0,1.0,18.0,14.0,13.0,3.0,4.0,0.0,0.0,0.0,4.0,22.0,12.0,5.0,1.0,4.0,2.0,5.0
Dubai,Hard,A,106423,R,196.0,AUS,26.8,111460,R,191.0,FRA,26.3,3,R32,114.0,16.0,2.0,82.0,58.0,43.0,14.0,11.0,3.0,3.0,7.0,2.0,69.0,38.0,30.0,18.0,11.0,3.0,4.0
Dubai,Hard,A,106432,R,188.0,CRO,26.2,105554,R,175.0,GBR,32.7,3,R32,22.0,3.0,0.0,14.0,8.0,6.0,4.0,2.0,0.0,0.0,2.0,0.0,12.0,7.0,7.0,2.0,2.0,0.0,0.0
Dubai,Hard,A,100644,R,198.0,GER,25.8,208103,R,185.0,CZE,21.3,3,R32,125.0,12.0,2.0,80.0,58.0,43.0,14.0,15.0,2.0,4.0,5.0,5.0,94.0,55.0,37.0,20.0,14.0,7.0,10.0
Dubai,Hard,A,106331,R,183.0,AUS,28.7,200325,R,188.0,FIN,23.9,3,R32,112.0,11.0,1.0,68.0,41.0,35.0,12.0,11.0,1.0,2.0,4.0,3.0,83.0,49.0,33.0,16.0,11.0,8.0,11.0
Dubai,Hard,A,132283,R,191.0,ITA,27.8,144817,L,196.0,SUI,26.6,3,R32,87.0,10.0,1.0,62.0,46.0,33.0,12.0,11.0,1.0,2.0,3.0,4.0,57.0,35.0,26.0,9.0,10.0,2.0,5.0
Dubai,Hard,A,200000,R,193.0,CAN,22.5,202195,R,198.0,USA,25.8,3,R32,180.0,13.0,1.0,98.0,60.0,45.0,24.0,15.0,2.0,3.0,27.0,25.0,122.0,65.0,54.0,23.0,15.0,13.0,14.0
Dubai,Hard,A,122298,R,188.0,NED,27.4,111575,R,198.0,RUS,26.7,3,R32,94.0,7.0,4.0,63.0,40.0,30.0,12.0,10.0,4.0,5.0,5.0,3.0,68.0,50.0,29.0,10.0,10.0,9.0,13.0
Dubai,Hard,A,144707,R,183.0,SWE,24.4,208859,R,186.5462915601023,ITA,22.1,3,R32,65.0,0.0,1.0,43.0,30.0,23.0,9.0,8.0,0.0,0.0,1.0,1.0,53.0,36.0,23.0,6.0,9.0,3.0,7.0
Dubai,Hard,A,200221,R,183.0,ESP,23.7,104291,R,185.0,TUN,39.1,3,R32,50.0,5.0,0.0,39.0,26.0,22.0,8.0,7.0,3.0,3.0,2.0,2.0,37.0,16.0,8.0,6.0,7.0,0.0,5.0
Dubai,Hard,A,126094,R,188.0,RUS,25.3,105936,R,185.0,SRB,31.0,3,R32,88.0,8.0,1.0,56.0,29.0,26.0,15.0,10.0,1.0,2.0,2.0,2.0,72.0,44.0,28.0,11.0,10.0,2.0,6.0
Santiago,Clay,A,111797,R,198.0,CHI,27.3,144869,R,196.0,ARG,23.6,3,F,166.0,6.0,1.0,94.0,61.0,49.0,21.0,16.0,1.0,2.0,9.0,5.0,109.0,68.0,47.0,24.0,16.0,3.0,6.0
Santiago,Clay,A,111797,R,198.0,CHI,27.3,144719,R,183.0,ESP,25.8,3,SF,157.0,9.0,5.0,90.0,55.0,39.0,16.0,14.0,5.0,10.0,2.0,8.0,100.0,72.0,46.0,9.0,12.0,4.0,8.0
Santiago,Clay,A,144869,R,196.0,ARG,23.6,202104,R,170.0,ARG,22.1,3,SF,98.0,4.0,1.0,60.0,33.0,29.0,15.0,11.0,0.0,0.0,0.0,1.0,55.0,39.0,30.0,7.0,10.0,4.0,6.0
Santiago,Clay,A,144719,R,183.0,ESP,25.8,106329,L,183.0,BRA,28.7,3,QF,160.0,4.0,4.0,97.0,69.0,45.0,11.0,13.0,10.0,13.0,5.0,5.0,76.0,42.0,29.0,14.0,13.0,4.0,9.0
Santiago,Clay,A,111797,R,198.0,CHI,27.3,105870,R,193.0,GER,31.2,3,QF,141.0,8.0,0.0,91.0,69.0,46.0,15.0,14.0,1.0,2.0,4.0,1.0,92.0,59.0,42.0,17.0,14.0,3.0,5.0
Santiago,Clay,A,202104,R,170.0,ARG,22.1,111513,R,188.0,SRB,27.7,3,QF,114.0,2.0,0.0,64.0,47.0,36.0,12.0,11.0,0.0,1.0,4.0,4.0,83.0,51.0,39.0,13.0,11.0,4.0,6.0
Santiago,Clay,A,144869,R,196.0,ARG,23.6,105583,R,180.0,SRB,32.6,3,QF,84.0,6.0,2.0,55.0,30.0,23.0,15.0,8.0,3.0,3.0,0.0,2.0,48.0,31.0,16.0,7.0,7.0,3.0,7.0
Santiago,Clay,A,144719,R,183.0,ESP,25.8,207518,R,185.0,ITA,20.9,3,R16,90.0,0.0,2.0,61.0,38.0,33.0,12.0,10.0,6.0,6.0,2.0,1.0,52.0,33.0,24.0,11.0,10.0,1.0,3.0
Santiago,Clay,A,106329,L,183.0,BRA,28.7,106065,R,185.0,ITA,30.4,3,R16,116.0,7.0,1.0,68.0,36.0,31.0,19.0,13.0,0.0,1.0,3.0,6.0,78.0,45.0,28.0,20.0,13.0,7.0,10.0
Santiago,Clay,A,111797,R,198.0,CHI,27.3,106043,R,170.0,ARG,30.5,3,R16,186.0,10.0,4.0,107.0,70.0,51.0,18.0,16.0,3.0,6.0,0.0,5.0,121.0,91.0,59.0,12.0,16.0,12.0,15.0
Santiago,Clay,A,105870,R,193.0,GER,31.2,106148,R,183.0,ESP,29.9,3,R16,116.0,5.0,0.0,64.0,44.0,29.0,13.0,10.0,2.0,4.0,3.0,5.0,71.0,39.0,25.0,14.0,10.0,5.0,9.0
Santiago,Clay,A,111513,R,188.0,SRB,27.7,109686,U,186.5462915601023,ITA,29.6,3,R16,108.0,8.0,4.0,76.0,48.0,38.0,17.0,12.0,5.0,5.0,1.0,1.0,74.0,44.0,32.0,16.0,12.0,6.0,8.0
Santiago,Clay,A,202104,R,170.0,ARG,22.1,106426,R,185.0,CHI,26.7,3,R16,82.0,3.0,0.0,44.0,30.0,25.0,12.0,9.0,1.0,1.0,3.0,1.0,64.0,36.0,26.0,13.0,10.0,4.0,7.0
Santiago,Clay,A,105583,R,180.0,SRB,32.6,207678,L,183.0,ARG,21.2,3,R16,158.0,6.0,4.0,108.0,80.0,51.0,10.0,14.0,6.0,10.0,2.0,3.0,119.0,79.0,50.0,14.0,14.0,8.0,12.0
Santiago,Clay,A,144869,R,196.0,ARG,23.6,202103,R,185.0,ARG,24.5,3,R16,148.0,5.0,2.0,88.0,48.0,34.0,23.0,14.0,7.0,9.0,3.0,6.0,95.0,53.0,41.0,16.0,13.0,6.0,9.0
Santiago,Clay,A,144719,R,183.0,ESP,25.8,126214,L,188.0,CHI,25.7,3,R32,162.0,4.0,2.0,100.0,69.0,43.0,21.0,15.0,4.0,7.0,3.0,3.0,102.0,64.0,34.0,23.0,15.0,2.0,8.0
Santiago,Clay,A,106065,R,185.0,ITA,30.4,105487,L,183.0,ARG,32.9,3,R32,139.0,8.0,5.0,80.0,53.0,32.0,18.0,14.0,4.0,8.0,2.0,6.0,104.0,58.0,36.0,21.0,15.0,5.0,10.0
Santiago,Clay,A,106329,L,183.0,BRA,28.7,105077,L,188.0,ESP,35.1,3,R32,180.0,7.0,5.0,113.0,70.0,50.0,19.0,17.0,6.0,10.0,7.0,5.0,93.0,60.0,42.0,16.0,17.0,2.0,7.0
Santiago,Clay,A,111797,R,198.0,CHI,27.3,122669,R,185.0,PER,27.3,3,R32,115.0,12.0,3.0,81.0,52.0,39.0,14.0,11.0,3.0,4.0,6.0,1.0,65.0,40.0,26.0,15.0,11.0,0.0,2.0
Santiago,Clay,A,105870,R,193.0,GER,31.2,124079,R,185.0,ESP,25.8,3,R32,95.0,9.0,1.0,52.0,33.0,24.0,10.0,7.0,2.0,2.0,1.0,6.0,68.0,41.0,22.0,11.0,7.0,11.0,16.0
Santiago,Clay,A,106148,R,183.0,ESP,29.9,126535,R,183.0,ESP,25.5,3,R32,30.0,2.0,2.0,19.0,10.0,9.0,7.0,4.0,0.0,0.0,0.0,1.0,19.0,13.0,8.0,1.0,3.0,0.0,2.0
Santiago,Clay,A,111513,R,188.0,SRB,27.7,105311,R,185.0,POR,33.9,3,R32,77.0,6.0,1.0,44.0,25.0,21.0,15.0,9.0,0.0,0.0,1.0,1.0,57.0,31.0,17.0,14.0,8.0,5.0,8.0
Santiago,Clay,A,109686,U,187.36942675159236,ITA,29.6,123755,R,191.0,COL,26.6,3,R32,107.0,2.0,2.0,70.0,46.0,31.0,16.0,10.0,0.0,1.0,4.0,4.0,75.0,46.0,33.0,13.0,11.0,3.0,6.0
Santiago,Clay,A,106426,R,185.0,CHI,26.7,106233,R,185.0,AUT,29.4,3,R32,103.0,4.0,0.0,56.0,36.0,30.0,15.0,10.0,0.0,0.0,3.0,3.0,72.0,43.0,27.0,17.0,10.0,6.0,8.0
Santiago,Clay,A,207678,L,183.0,ARG,21.2,106398,R,185.0,ARG,27.8,3,R32,122.0,4.0,4.0,81.0,46.0,39.0,18.0,14.0,2.0,3.0,9.0,0.0,72.0,45.0,35.0,18.0,14.0,2.0,4.0
Santiago,Clay,A,105583,R,180.0,SRB,32.6,200116,R,186.5462915601023,ARG,23.6,3,R32,73.0,0.0,2.0,45.0,30.0,25.0,9.0,8.0,2.0,2.0,0.0,2.0,47.0,29.0,22.0,3.0,8.0,2.0,6.0
Santiago,Clay,A,144869,R,196.0,ARG,23.6,104926,R,178.0,ITA,35.7,3,R32,107.0,5.0,3.0,58.0,32.0,26.0,15.0,10.0,4.0,6.0,3.0,7.0,65.0,36.0,18.0,16.0,9.0,2.0,6.0
Indian Wells Masters,Hard,M,207989,R,185.0,ESP,19.8,106421,R,198.0,RUS,27.0,3,F,70.0,1.0,0.0,49.0,37.0,30.0,7.0,9.0,0.0,0.0,0.0,2.0,48.0,31.0,19.0,7.0,8.0,0.0,3.0
Indian Wells Masters,Hard,M,207989,R,185.0,ESP,19.8,206173,R,188.0,ITA,21.5,3,SF,112.0,5.0,1.0,72.0,52.0,38.0,9.0,11.0,1.0,2.0,4.0,4.0,72.0,36.0,28.0,17.0,10.0,4.0,6.0
Indian Wells Masters,Hard,M,106421,R,198.0,RUS,27.0,126207,R,188.0,USA,25.1,3,SF,106.0,9.0,2.0,75.0,44.0,35.0,20.0,12.0,1.0,3.0,3.0,1.0,75.0,44.0,31.0,15.0,12.0,8.0,11.0
Indian Wells Masters,Hard,M,207989,R,185.0,ESP,19.8,200000,R,193.0,CAN,22.5,3,QF,120.0,2.0,2.0,58.0,36.0,29.0,13.0,10.0,3.0,4.0,6.0,6.0,82.0,46.0,32.0,15.0,10.0,9.0,12.0
Indian Wells Masters,Hard,M,206173,R,188.0,ITA,21.5,126203,R,193.0,USA,25.3,3,QF,137.0,5.0,1.0,88.0,56.0,45.0,15.0,15.0,1.0,3.0,4.0,0.0,92.0,50.0,35.0,23.0,15.0,6.0,9.0
Indian Wells Masters,Hard,M,106421,R,198.0,RUS,27.0,200221,R,183.0,ESP,23.7,3,QF,106.0,4.0,7.0,70.0,39.0,33.0,17.0,11.0,6.0,6.0,1.0,0.0,75.0,53.0,34.0,11.0,10.0,5.0,7.0
Indian Wells Masters,Hard,M,126207,R,188.0,USA,25.1,111815,L,188.0,GBR,27.5,3,QF,99.0,4.0,2.0,58.0,31.0,24.0,15.0,10.0,5.0,7.0,7.0,3.0,59.0,32.0,23.0,11.0,10.0,5.0,9.0
Indian Wells Masters,Hard,M,207989,R,185.0,ESP,19.8,207733,L,191.0,GBR,21.2,3,R16,46.0,3.0,0.0,27.0,20.0,16.0,6.0,5.0,3.0,3.0,1.0,1.0,34.0,22.0,11.0,4.0,5.0,2.0,5.0
Indian Wells Masters,Hard,M,200000,R,193.0,CAN,22.5,126205,R,185.0,USA,25.8,3,R16,166.0,12.0,7.0,95.0,55.0,43.0,21.0,15.0,7.0,9.0,0.0,4.0,105.0,72.0,50.0,17.0,15.0,6.0,8.0
Indian Wells Masters,Hard,M,126203,R,193.0,USA,25.3,105916,R,188.0,HUN,31.0,3,R16,101.0,2.0,4.0,79.0,48.0,33.0,17.0,10.0,3.0,4.0,4.0,1.0,54.0,31.0,23.0,8.0,9.0,2.0,5.0
Indian Wells Masters,Hard,M,206173,R,188.0,ITA,21.5,104527,R,183.0,SUI,37.9,3,R16,98.0,5.0,0.0,64.0,31.0,21.0,20.0,9.0,8.0,9.0,1.0,1.0,63.0,34.0,20.0,11.0,8.0,10.0,14.0
Indian Wells Masters,Hard,M,106421,R,198.0,RUS,27.0,100644,R,198.0,GER,25.8,3,R16,197.0,12.0,5.0,131.0,87.0,65.0,24.0,18.0,15.0,17.0,7.0,3.0,124.0,93.0,66.0,17.0,18.0,5.0,8.0
Indian Wells Masters,Hard,M,200221,R,183.0,ESP,23.7,106426,R,185.0,CHI,26.7,3,R16,84.0,5.0,0.0,57.0,31.0,22.0,15.0,10.0,1.0,3.0,1.0,2.0,56.0,36.0,23.0,8.0,9.0,1.0,5.0
Indian Wells Masters,Hard,M,111815,L,188.0,GBR,27.5,126094,R,188.0,RUS,25.3,3,R16,78.0,2.0,2.0,55.0,33.0,26.0,9.0,9.0,3.0,5.0,8.0,2.0,52.0,26.0,19.0,8.0,9.0,0.0,5.0
Indian Wells Masters,Hard,M,126207,R,188.0,USA,25.1,126214,L,188.0,CHI,25.7,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0
Indian Wells Masters,Hard,M,207989,R,185.0,ESP,19.8,134868,R,188.0,NED,26.6,3,R32,101.0,0.0,3.0,72.0,44.0,33.0,19.0,11.0,2.0,2.0,1.0,3.0,69.0,46.0,33.0,12.0,10.0,3.0,4.0
Indian Wells Masters,Hard,M,207733,L,191.0,GBR,21.2,104918,R,190.0,GBR,35.8,3,R32,123.0,8.0,1.0,65.0,40.0,29.0,17.0,10.0,4.0,5.0,3.0,5.0,76.0,44.0,30.0,15.0,10.0,7.0,10.0
Indian Wells Masters,Hard,M,126205,R,185.0,USA,25.8,128034,R,196.0,POL,26.0,3,R32,116.0,6.0,5.0,87.0,58.0,47.0,12.0,14.0,6.0,8.0,8.0,3.0,81.0,44.0,33.0,18.0,14.0,6.0,10.0
Indian Wells Masters,Hard,M,200000,R,193.0,CAN,22.5,202103,R,185.0,ARG,24.5,3,R32,130.0,6.0,8.0,83.0,41.0,31.0,21.0,11.0,5.0,7.0,2.0,3.0,63.0,43.0,30.0,8.0,11.0,4.0,8.0
Indian Wells Masters,Hard,M,126203,R,193.0,USA,25.3,202104,R,170.0,ARG,22.1,3,R32,70.0,4.0,2.0,42.0,24.0,21.0,5.0,8.0,2.0,4.0,0.0,1.0,49.0,32.0,15.0,4.0,7.0,6.0,12.0
Indian Wells Masters,Hard,M,105916,R,188.0,HUN,31.0,144684,L,178.0,SVK,25.2,3,R32,78.0,1.0,0.0,42.0,24.0,22.0,14.0,9.0,0.0,0.0,0.0,2.0,51.0,30.0,24.0,8.0,9.0,3.0,6.0
Indian Wells Masters,Hard,M,206173,R,188.0,ITA,21.5,105173,L,183.0,FRA,34.6,3,R32,107.0,6.0,4.0,61.0,33.0,27.0,22.0,11.0,0.0,0.0,1.0,2.0,72.0,38.0,27.0,21.0,11.0,1.0,2.0
Indian Wells Masters,Hard,M,104527,R,183.0,SUI,37.9,208029,R,185.0,DEN,19.8,3,R32,160.0,12.0,1.0,102.0,58.0,43.0,27.0,16.0,6.0,8.0,6.0,6.0,110.0,61.0,39.0,23.0,16.0,3.0,8.0
Indian Wells Masters,Hard,M,106421,R,198.0,RUS,27.0,125802,R,193.0,BLR,29.0,3,R32,105.0,8.0,6.0,76.0,47.0,35.0,14.0,12.0,5.0,7.0,1.0,4.0,68.0,46.0,30.0,8.0,12.0,8.0,13.0
Indian Wells Masters,Hard,M,100644,R,198.0,GER,25.8,200325,R,188.0,FIN,23.9,3,R32,160.0,8.0,1.0,101.0,62.0,41.0,21.0,15.0,9.0,13.0,4.0,1.0,94.0,65.0,49.0,13.0,16.0,9.0,13.0
Indian Wells Masters,Hard,M,200221,R,183.0,ESP,23.7,111575,R,198.0,RUS,26.7,3,R32,137.0,3.0,5.0,83.0,43.0,27.0,21.0,13.0,6.0,10.0,4.0,1.0,93.0,58.0,38.0,16.0,13.0,7.0,11.0
Indian Wells Masters,Hard,M,106426,R,185.0,CHI,26.7,134770,R,183.0,NOR,24.2,3,R32,118.0,5.0,3.0,78.0,45.0,36.0,17.0,11.0,3.0,4.0,3.0,2.0,80.0,48.0,33.0,17.0,11.0,5.0,7.0
Indian Wells Masters,Hard,M,126094,R,188.0,RUS,25.3,200005,L,188.0,FRA,24.6,3,R32,82.0,4.0,0.0,52.0,40.0,31.0,7.0,10.0,0.0,1.0,4.0,4.0,68.0,30.0,23.0,17.0,11.0,2.0,6.0
Indian Wells Masters,Hard,M,111815,L,188.0,GBR,27.5,106121,R,191.0,JPN,30.1,3,R32,161.0,11.0,1.0,98.0,68.0,51.0,12.0,16.0,1.0,5.0,8.0,4.0,105.0,66.0,39.0,17.0,16.0,3.0,10.0
Indian Wells Masters,Hard,M,126207,R,188.0,USA,25.1,106186,R,178.0,AUS,29.7,3,R32,71.0,9.0,1.0,59.0,43.0,33.0,8.0,9.0,1.0,1.0,1.0,1.0,42.0,22.0,19.0,5.0,8.0,1.0,4.0
Indian Wells Masters,Hard,M,126214,L,188.0,CHI,25.7,111442,R,183.0,AUS,28.8,3,R32,106.0,7.0,5.0,92.0,60.0,45.0,13.0,11.0,7.0,8.0,5.0,2.0,58.0,34.0,22.0,14.0,10.0,0.0,2.0
Indian Wells Masters,Hard,M,207989,R,185.0,ESP,19.8,106423,R,196.0,AUS,26.9,3,R64,76.0,1.0,1.0,44.0,28.0,23.0,14.0,9.0,0.0,0.0,6.0,2.0,59.0,34.0,23.0,12.0,9.0,6.0,9.0
Indian Wells Masters,Hard,M,134868,R,188.0,NED,26.6,105550,L,185.0,ARG,32.8,3,R64,111.0,14.0,3.0,82.0,56.0,43.0,11.0,12.0,0.0,2.0,2.0,1.0,77.0,43.0,30.0,17.0,12.0,2.0,4.0
Indian Wells Masters,Hard,M,207733,L,191.0,GBR,21.2,105554,R,175.0,GBR,32.7,3,R64,120.0,8.0,6.0,79.0,45.0,31.0,16.0,9.0,10.0,11.0,2.0,5.0,60.0,28.0,17.0,15.0,9.0,6.0,10.0
Indian Wells Masters,Hard,M,104918,R,190.0,GBR,35.8,105430,R,175.0,MDA,33.3,3,R64,101.0,6.0,0.0,51.0,35.0,29.0,11.0,10.0,0.0,0.0,1.0,0.0,70.0,40.0,24.0,16.0,9.0,9.0,11.0
Indian Wells Masters,Hard,M,128034,R,196.0,POL,26.0,200615,R,196.0,AUS,23.5,3,R64,73.0,9.0,1.0,61.0,40.0,30.0,13.0,9.0,2.0,2.0,2.0,3.0,51.0,30.0,22.0,9.0,9.0,4.0,7.0
Indian Wells Masters,Hard,M,126205,R,185.0,USA,25.8,105526,R,193.0,GER,32.8,3,R64,79.0,6.0,0.0,52.0,37.0,24.0,13.0,9.0,3.0,4.0,3.0,4.0,64.0,36.0,25.0,9.0,9.0,8.0,12.0
Indian Wells Masters,Hard,M,202103,R,185.0,ARG,24.5,106058,R,185.0,USA,30.4,3,R64,134.0,4.0,3.0,87.0,52.0,35.0,22.0,15.0,2.0,4.0,10.0,8.0,93.0,55.0,38.0,20.0,14.0,3.0,6.0
Indian Wells Masters,Hard,M,200000,R,193.0,CAN,22.5,124079,R,185.0,ESP,25.8,3,R64,145.0,10.0,4.0,68.0,33.0,27.0,20.0,11.0,0.0,1.0,0.0,4.0,106.0,72.0,42.0,19.0,11.0,15.0,17.0
Indian Wells Masters,Hard,M,126203,R,193.0,USA,25.3,210097,L,186.5462915601023,USA,20.4,3,R64,112.0,4.0,0.0,74.0,43.0,34.0,26.0,15.0,0.0,1.0,4.0,2.0,82.0,48.0,41.0,16.0,14.0,2.0,4.0
Indian Wells Masters,Hard,M,202104,R,170.0,ARG,22.1,208014,U,186.5462915601023,AUS,22.0,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0
Indian Wells Masters,Hard,M,144684,L,178.0,SVK,25.2,106432,R,188.0,CRO,26.3,3,R64,109.0,1.0,5.0,81.0,52.0,35.0,13.0,9.0,8.0,9.0,3.0,3.0,62.0,36.0,21.0,11.0,9.0,5.0,9.0
Indian Wells Masters,Hard,M,105916,R,188.0,HUN,31.0,200282,R,183.0,AUS,24.0,3,R64,87.0,4.0,0.0,53.0,38.0,23.0,7.0,9.0,1.0,4.0,1.0,6.0,60.0,27.0,20.0,6.0,9.0,2.0,8.0
Indian Wells Masters,Hard,M,206173,R,188.0,ITA,21.5,104755,R,185.0,FRA,36.7,3,R64,94.0,9.0,1.0,66.0,35.0,31.0,17.0,11.0,1.0,2.0,5.0,4.0,66.0,38.0,29.0,11.0,10.0,2.0,4.0
Indian Wells Masters,Hard,M,105173,L,183.0,FRA,34.6,207518,R,185.0,ITA,21.0,3,R64,136.0,3.0,1.0,93.0,59.0,38.0,16.0,10.0,9.0,11.0,3.0,1.0,68.0,36.0,23.0,12.0,10.0,4.0,8.0
