tourney_name,surface,tourney_level,winner_id,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_hand,loser_ht,loser_ioc,loser_age,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
Rome Masters,Clay,M,105870,R,193.0,GER,31.4,126094,R,188.0,RUS,25.5,3,R16,153.0,6.0,2.0,106.0,81.0,57.0,13.0,16.0,9.0,11.0,18.0,2.0,110.0,68.0,48.0,20.0,15.0,6.0,8.0
Rome Masters,Clay,M,106421,R,198.0,RUS,27.2,100644,R,198.0,GER,26.0,3,R16,116.0,2.0,3.0,68.0,44.0,36.0,12.0,10.0,2.0,3.0,6.0,5.0,75.0,52.0,36.0,7.0,10.0,6.0,9.0
Rome Masters,Clay,M,126774,R,193.0,GRE,24.7,207518,R,185.0,ITA,21.1,3,R16,112.0,2.0,2.0,72.0,45.0,36.0,12.0,12.0,2.0,4.0,1.0,1.0,76.0,59.0,37.0,7.0,12.0,7.0,11.0
Rome Masters,Clay,M,106432,R,188.0,CRO,26.4,206681,R,191.0,HUN,23.5,3,R16,129.0,9.0,3.0,90.0,58.0,47.0,15.0,14.0,5.0,6.0,3.0,0.0,81.0,46.0,37.0,19.0,14.0,0.0,2.0
Rome Masters,Clay,M,104925,R,188.0,SRB,35.9,105777,R,188.0,BUL,31.9,3,R32,139.0,7.0,2.0,70.0,49.0,34.0,11.0,13.0,4.0,7.0,7.0,6.0,94.0,54.0,34.0,15.0,13.0,9.0,15.0
Rome Masters,Clay,M,111815,L,188.0,GBR,27.7,105916,R,188.0,HUN,31.2,3,R32,121.0,1.0,1.0,79.0,44.0,30.0,17.0,10.0,0.0,2.0,6.0,5.0,85.0,41.0,26.0,18.0,10.0,10.0,14.0
Rome Masters,Clay,M,200615,R,196.0,AUS,23.7,126128,R,185.0,RUS,25.7,3,R32,114.0,6.0,0.0,66.0,43.0,29.0,17.0,12.0,0.0,1.0,0.0,2.0,68.0,49.0,34.0,9.0,12.0,1.0,4.0
Rome Masters,Clay,M,208029,R,185.0,DEN,20.0,104926,R,178.0,ITA,35.9,3,R32,76.0,3.0,3.0,53.0,28.0,22.0,13.0,9.0,3.0,4.0,1.0,3.0,51.0,28.0,14.0,13.0,9.0,4.0,8.0
Rome Masters,Clay,M,134770,R,183.0,NOR,24.3,122330,R,196.0,KAZ,25.8,3,R32,125.0,6.0,3.0,85.0,57.0,44.0,19.0,15.0,2.0,3.0,11.0,8.0,92.0,51.0,37.0,19.0,14.0,4.0,6.0
Rome Masters,Clay,M,111513,R,188.0,SRB,27.9,106426,R,185.0,CHI,26.9,3,R32,50.0,4.0,0.0,29.0,18.0,17.0,7.0,6.0,0.0,0.0,0.0,1.0,38.0,21.0,14.0,8.0,6.0,2.0,4.0
Rome Masters,Clay,M,202103,R,185.0,ARG,24.7,106296,R,183.0,FRA,29.2,3,R32,127.0,3.0,4.0,94.0,58.0,42.0,21.0,14.0,9.0,10.0,2.0,3.0,100.0,71.0,44.0,12.0,14.0,5.0,10.0
Rome Masters,Clay,M,206173,R,188.0,ITA,21.7,207686,R,186.5462915601023,RUS,22.4,3,R32,132.0,1.0,1.0,81.0,48.0,34.0,20.0,14.0,6.0,8.0,4.0,3.0,96.0,60.0,33.0,20.0,15.0,3.0,9.0
Rome Masters,Clay,M,126094,R,188.0,RUS,25.5,200221,R,183.0,ESP,23.9,3,R32,108.0,3.0,1.0,71.0,45.0,34.0,15.0,11.0,2.0,3.0,3.0,1.0,80.0,51.0,34.0,13.0,10.0,8.0,10.0
Rome Masters,Clay,M,105870,R,193.0,GER,31.4,106065,R,185.0,ITA,30.6,3,R32,140.0,3.0,1.0,82.0,62.0,43.0,11.0,14.0,1.0,3.0,7.0,4.0,118.0,73.0,47.0,19.0,15.0,13.0,17.0
Rome Masters,Clay,M,100644,R,198.0,GER,26.0,200670,R,183.0,USA,24.3,3,R32,109.0,10.0,2.0,58.0,39.0,30.0,13.0,11.0,0.0,1.0,3.0,2.0,69.0,41.0,28.0,14.0,11.0,5.0,8.0
Rome Masters,Clay,M,106421,R,198.0,RUS,27.2,126523,R,185.0,ESP,26.3,3,R32,113.0,6.0,5.0,71.0,46.0,33.0,14.0,12.0,5.0,7.0,2.0,3.0,78.0,57.0,38.0,7.0,13.0,8.0,13.0
Rome Masters,Clay,M,126774,R,193.0,GRE,24.7,132283,R,191.0,ITA,27.9,3,R32,127.0,3.0,1.0,64.0,40.0,37.0,14.0,11.0,2.0,2.0,2.0,2.0,79.0,55.0,37.0,12.0,10.0,6.0,7.0
Rome Masters,Clay,M,207518,R,185.0,ITA,21.1,126207,R,188.0,USA,25.2,3,R32,156.0,9.0,2.0,106.0,78.0,52.0,14.0,15.0,9.0,12.0,4.0,7.0,109.0,55.0,38.0,23.0,16.0,6.0,11.0
Rome Masters,Clay,M,106432,R,188.0,CRO,26.4,106148,R,183.0,ESP,30.1,3,R32,105.0,4.0,3.0,63.0,34.0,26.0,19.0,10.0,4.0,5.0,2.0,1.0,58.0,41.0,25.0,9.0,9.0,5.0,8.0
Rome Masters,Clay,M,206681,R,191.0,HUN,23.5,207989,R,185.0,ESP,20.0,3,R32,100.0,2.0,0.0,64.0,40.0,31.0,18.0,11.0,1.0,2.0,5.0,1.0,73.0,50.0,34.0,9.0,10.0,5.0,7.0
Rome Masters,Clay,M,104925,R,188.0,SRB,35.9,144869,R,196.0,ARG,23.8,3,R64,111.0,1.0,0.0,57.0,42.0,33.0,9.0,10.0,1.0,2.0,4.0,2.0,72.0,43.0,26.0,16.0,10.0,3.0,6.0
Rome Masters,Clay,M,105777,R,188.0,BUL,31.9,104527,R,183.0,SUI,38.1,3,R64,97.0,4.0,4.0,66.0,40.0,35.0,15.0,11.0,1.0,2.0,2.0,0.0,76.0,48.0,33.0,15.0,11.0,5.0,7.0
Rome Masters,Clay,M,105916,R,188.0,HUN,31.2,200282,R,183.0,AUS,24.2,3,R64,113.0,1.0,3.0,77.0,43.0,30.0,16.0,9.0,9.0,11.0,0.0,2.0,60.0,32.0,19.0,11.0,10.0,2.0,7.0
Rome Masters,Clay,M,111815,L,188.0,GBR,27.7,124186,R,183.0,FRA,26.2,3,R64,74.0,4.0,1.0,52.0,35.0,26.0,11.0,9.0,1.0,1.0,0.0,1.0,53.0,35.0,19.0,10.0,8.0,4.0,7.0
Rome Masters,Clay,M,200615,R,196.0,AUS,23.7,200000,R,193.0,CAN,22.7,3,R64,197.0,8.0,2.0,95.0,61.0,46.0,21.0,16.0,2.0,4.0,7.0,9.0,115.0,64.0,46.0,26.0,16.0,13.0,16.0
Rome Masters,Clay,M,126128,R,185.0,RUS,25.7,200624,R,196.0,USA,22.8,3,R64,104.0,6.0,4.0,82.0,42.0,33.0,17.0,10.0,6.0,8.0,5.0,3.0,71.0,42.0,29.0,11.0,10.0,5.0,9.0
Rome Masters,Clay,M,104926,R,178.0,ITA,35.9,200175,R,183.0,SRB,23.6,3,R64,115.0,4.0,4.0,71.0,40.0,35.0,15.0,10.0,0.0,0.0,4.0,0.0,77.0,47.0,30.0,20.0,11.0,6.0,8.0
Rome Masters,Clay,M,208029,R,185.0,DEN,20.0,209950,R,185.0,FRA,18.9,3,R64,84.0,2.0,2.0,53.0,31.0,25.0,13.0,9.0,3.0,4.0,1.0,1.0,63.0,39.0,23.0,9.0,9.0,8.0,12.0
Rome Masters,Clay,M,134770,R,183.0,NOR,24.3,126239,R,196.0,FRA,27.7,3,R64,61.0,1.0,2.0,45.0,33.0,27.0,7.0,8.0,2.0,2.0,2.0,0.0,35.0,21.0,14.0,4.0,8.0,0.0,4.0
Rome Masters,Clay,M,122330,R,196.0,KAZ,25.8,210097,L,186.5462915601023,USA,20.5,3,R64,112.0,5.0,3.0,65.0,44.0,36.0,10.0,12.0,1.0,3.0,10.0,5.0,82.0,36.0,29.0,24.0,13.0,7.0,10.0
Rome Masters,Clay,M,111513,R,188.0,SRB,27.9,122298,R,188.0,NED,27.5,3,R64,85.0,1.0,1.0,63.0,40.0,28.0,15.0,9.0,6.0,6.0,0.0,1.0,44.0,29.0,19.0,8.0,9.0,0.0,3.0
Rome Masters,Clay,M,106426,R,185.0,CHI,26.9,126205,R,185.0,USA,25.9,3,R64,160.0,1.0,3.0,99.0,73.0,43.0,15.0,15.0,7.0,12.0,4.0,4.0,102.0,58.0,33.0,22.0,14.0,6.0,12.0
Rome Masters,Clay,M,106296,R,183.0,FRA,29.2,111575,R,198.0,RUS,26.9,3,R64,155.0,6.0,5.0,102.0,55.0,38.0,26.0,16.0,3.0,7.0,9.0,1.0,104.0,62.0,39.0,28.0,16.0,6.0,10.0
Rome Masters,Clay,M,202103,R,185.0,ARG,24.7,200059,R,183.0,CHN,23.5,3,R64,119.0,2.0,0.0,68.0,44.0,31.0,12.0,13.0,2.0,7.0,4.0,0.0,100.0,59.0,31.0,16.0,14.0,9.0,17.0
Rome Masters,Clay,M,207686,R,187.36942675159236,RUS,22.4,202104,R,170.0,ARG,22.3,3,R64,105.0,3.0,6.0,73.0,35.0,28.0,18.0,10.0,6.0,7.0,0.0,2.0,67.0,47.0,29.0,9.0,9.0,3.0,6.0
Rome Masters,Clay,M,206173,R,188.0,ITA,21.7,106423,R,196.0,AUS,27.0,3,R64,78.0,2.0,0.0,39.0,26.0,25.0,11.0,9.0,0.0,0.0,3.0,1.0,49.0,29.0,19.0,8.0,8.0,2.0,5.0
Rome Masters,Clay,M,126094,R,188.0,RUS,25.5,144684,L,178.0,SVK,25.4,3,R64,79.0,3.0,1.0,54.0,34.0,28.0,13.0,10.0,2.0,2.0,1.0,1.0,53.0,35.0,24.0,12.0,9.0,4.0,6.0
Rome Masters,Clay,M,200221,R,183.0,ESP,23.9,105550,L,185.0,ARG,32.9,3,R64,99.0,1.0,2.0,75.0,53.0,40.0,9.0,9.0,4.0,5.0,1.0,2.0,63.0,47.0,28.0,6.0,9.0,7.0,11.0
Rome Masters,Clay,M,106065,R,185.0,ITA,30.6,105138,R,183.0,ESP,35.0,3,R64,76.0,2.0,2.0,56.0,31.0,24.0,15.0,8.0,7.0,7.0,0.0,0.0,48.0,34.0,20.0,6.0,8.0,2.0,6.0
Rome Masters,Clay,M,105870,R,193.0,GER,31.4,126203,R,193.0,USA,25.5,3,R64,71.0,2.0,0.0,44.0,25.0,18.0,14.0,8.0,1.0,2.0,1.0,2.0,53.0,24.0,13.0,12.0,9.0,0.0,5.0
Rome Masters,Clay,M,200670,R,183.0,USA,24.3,128034,R,196.0,POL,26.2,3,R64,76.0,2.0,3.0,57.0,36.0,30.0,12.0,10.0,0.0,0.0,8.0,1.0,52.0,27.0,21.0,13.0,9.0,0.0,2.0
Rome Masters,Clay,M,100644,R,198.0,GER,26.0,105676,R,180.0,BEL,32.4,3,R64,146.0,6.0,4.0,82.0,54.0,37.0,11.0,15.0,3.0,8.0,3.0,1.0,100.0,61.0,36.0,17.0,16.0,12.0,19.0
Rome Masters,Clay,M,126523,R,185.0,ESP,26.3,106186,R,178.0,AUS,29.9,3,R64,88.0,0.0,3.0,71.0,40.0,24.0,17.0,9.0,6.0,8.0,0.0,2.0,43.0,25.0,12.0,8.0,8.0,3.0,8.0
Rome Masters,Clay,M,106421,R,198.0,RUS,27.2,200325,R,188.0,FIN,24.0,3,R64,88.0,6.0,2.0,54.0,35.0,25.0,8.0,9.0,0.0,2.0,0.0,0.0,51.0,38.0,22.0,4.0,9.0,6.0,11.0
Rome Masters,Clay,M,126774,R,193.0,GRE,24.7,132686,R,185.0,POR,26.2,3,R64,70.0,4.0,3.0,49.0,31.0,27.0,11.0,9.0,0.0,0.0,1.0,1.0,63.0,43.0,24.0,12.0,9.0,3.0,6.0
Rome Masters,Clay,M,132283,R,191.0,ITA,27.9,106415,L,170.0,JPN,27.6,3,R64,105.0,5.0,0.0,68.0,43.0,33.0,15.0,11.0,4.0,5.0,1.0,0.0,60.0,36.0,20.0,15.0,10.0,3.0,6.0
Rome Masters,Clay,M,207518,R,185.0,ITA,21.1,208286,R,183.0,ITA,22.2,3,R64,112.0,1.0,1.0,66.0,42.0,30.0,16.0,10.0,3.0,3.0,0.0,4.0,75.0,43.0,29.0,16.0,10.0,5.0,7.0
Rome Masters,Clay,M,126207,R,188.0,USA,25.2,127157,R,191.0,GER,24.6,3,R64,155.0,7.0,1.0,108.0,63.0,43.0,25.0,15.0,9.0,11.0,8.0,1.0,94.0,65.0,44.0,18.0,15.0,8.0,11.0
Rome Masters,Clay,M,106432,R,188.0,CRO,26.4,106329,L,183.0,BRA,28.9,3,R64,212.0,10.0,4.0,109.0,57.0,49.0,31.0,17.0,3.0,5.0,8.0,0.0,114.0,72.0,52.0,29.0,17.0,4.0,5.0
Rome Masters,Clay,M,106148,R,183.0,ESP,30.1,105554,R,175.0,GBR,32.9,3,R64,226.0,0.0,3.0,134.0,111.0,72.0,13.0,17.0,12.0,15.0,9.0,6.0,115.0,70.0,47.0,25.0,17.0,7.0,10.0
Rome Masters,Clay,M,206681,R,191.0,HUN,23.5,208103,R,185.0,CZE,21.4,3,R64,131.0,0.0,2.0,103.0,68.0,46.0,19.0,15.0,3.0,6.0,3.0,4.0,80.0,52.0,40.0,12.0,14.0,3.0,7.0
Rome Masters,Clay,M,207989,R,185.0,ESP,20.0,105077,L,188.0,ESP,35.3,3,R64,86.0,3.0,1.0,47.0,38.0,28.0,6.0,9.0,1.0,2.0,1.0,1.0,64.0,41.0,23.0,10.0,8.0,8.0,12.0
Rome Masters,Clay,M,144869,R,196.0,ARG,23.8,209414,R,186.5462915601023,FRA,18.9,3,R128,122.0,7.0,0.0,65.0,38.0,28.0,13.0,10.0,3.0,6.0,3.0,2.0,80.0,49.0,27.0,15.0,11.0,5.0,10.0
Rome Masters,Clay,M,104527,R,183.0,SUI,38.1,125802,R,193.0,BLR,29.1,3,R128,77.0,5.0,0.0,53.0,30.0,24.0,15.0,9.0,1.0,1.0,2.0,1.0,55.0,33.0,22.0,9.0,9.0,3.0,6.0
Rome Masters,Clay,M,105916,R,188.0,HUN,31.2,105936,R,185.0,SRB,31.1,3,R128,87.0,1.0,0.0,42.0,26.0,22.0,11.0,9.0,1.0,2.0,1.0,0.0,58.0,43.0,24.0,7.0,9.0,1.0,5.0
Rome Masters,Clay,M,124186,R,183.0,FRA,26.2,106378,R,188.0,GBR,28.3,3,R128,62.0,6.0,0.0,39.0,28.0,22.0,10.0,8.0,0.0,0.0,1.0,1.0,51.0,31.0,17.0,7.0,8.0,1.0,5.0
Rome Masters,Clay,M,200615,R,196.0,AUS,23.7,106331,R,183.0,AUS,28.9,3,R128,95.0,10.0,1.0,62.0,42.0,36.0,11.0,10.0,5.0,6.0,0.0,6.0,61.0,33.0,26.0,11.0,10.0,1.0,4.0
Rome Masters,Clay,M,126128,R,185.0,RUS,25.7,106218,R,180.0,USA,29.7,3,R128,79.0,2.0,2.0,51.0,35.0,26.0,8.0,9.0,4.0,6.0,3.0,0.0,61.0,36.0,22.0,10.0,10.0,4.0,9.0
Rome Masters,Clay,M,104926,R,178.0,ITA,35.9,104918,R,190.0,GBR,35.9,3,R128,174.0,7.0,3.0,111.0,68.0,45.0,23.0,15.0,14.0,18.0,3.0,1.0,104.0,59.0,38.0,21.0,15.0,7.0,12.0
Rome Masters,Clay,M,209950,R,185.0,FRA,18.9,207678,L,183.0,ARG,21.4,3,R128,129.0,6.0,2.0,85.0,59.0,37.0,16.0,12.0,8.0,10.0,3.0,3.0,97.0,68.0,38.0,17.0,12.0,10.0,13.0
Rome Masters,Clay,M,126239,R,196.0,FRA,27.7,207925,R,186.5462915601023,ITA,21.0,3,R128,89.0,8.0,1.0,66.0,51.0,34.0,12.0,10.0,4.0,4.0,2.0,6.0,61.0,36.0,24.0,13.0,9.0,7.0,9.0
Rome Masters,Clay,M,122330,R,196.0,KAZ,25.8,124079,R,185.0,ESP,26.0,3,R128,106.0,11.0,11.0,74.0,47.0,37.0,13.0,11.0,4.0,5.0,4.0,5.0,67.0,42.0,31.0,13.0,10.0,3.0,5.0
Rome Masters,Clay,M,111513,R,188.0,SRB,27.9,106005,R,180.0,FRA,30.9,3,R128,27.0,2.0,0.0,21.0,13.0,10.0,5.0,3.0,3.0,3.0,1.0,2.0,18.0,11.0,5.0,1.0,4.0,0.0,3.0
Rome Masters,Clay,M,106426,R,185.0,CHI,26.9,106398,R,185.0,ARG,28.0,3,R128,171.0,0.0,4.0,116.0,62.0,41.0,29.0,15.0,7.0,10.0,13.0,5.0,114.0,75.0,53.0,19.0,16.0,6.0,9.0
Rome Masters,Clay,M,106296,R,183.0,FRA,29.2,206909,R,185.0,USA,21.7,3,R128,67.0,6.0,0.0,48.0,32.0,27.0,10.0,9.0,0.0,0.0,3.0,2.0,53.0,34.0,20.0,12.0,9.0,2.0,5.0
Rome Masters,Clay,M,200059,R,183.0,CHN,23.5,104755,R,185.0,FRA,36.8,3,R128,115.0,5.0,1.0,75.0,43.0,33.0,19.0,14.0,0.0,2.0,4.0,4.0,83.0,40.0,30.0,20.0,13.0,3.0,6.0
Rome Masters,Clay,M,202104,R,170.0,ARG,22.3,122669,R,185.0,PER,27.5,3,R128,121.0,5.0,1.0,80.0,54.0,33.0,16.0,11.0,6.0,8.0,0.0,1.0,77.0,48.0,29.0,12.0,10.0,11.0,15.0
Rome Masters,Clay,M,106423,R,196.0,AUS,27.0,144719,R,183.0,ESP,26.0,3,R128,29.0,3.0,0.0,18.0,11.0,6.0,7.0,3.0,2.0,2.0,1.0,0.0,15.0,12.0,8.0,1.0,3.0,0.0,1.0
Rome Masters,Clay,M,144684,L,178.0,SVK,25.4,109303,R,196.0,ITA,28.0,3,R128,142.0,4.0,2.0,101.0,65.0,47.0,19.0,15.0,5.0,7.0,10.0,2.0,99.0,62.0,42.0,23.0,16.0,0.0,2.0
Rome Masters,Clay,M,105550,L,185.0,ARG,32.9,202195,R,198.0,USA,25.9,3,R128,100.0,0.0,2.0,70.0,50.0,34.0,13.0,10.0,4.0,4.0,6.0,11.0,69.0,34.0,27.0,13.0,9.0,5.0,7.0
Rome Masters,Clay,M,106065,R,185.0,ITA,30.6,111456,R,178.0,USA,28.0,3,R128,95.0,2.0,3.0,71.0,40.0,26.0,18.0,11.0,3.0,5.0,1.0,2.0,60.0,48.0,29.0,5.0,10.0,3.0,7.0
Rome Masters,Clay,M,105870,R,193.0,GER,31.4,111797,R,198.0,CHI,27.5,3,R128,94.0,4.0,0.0,55.0,41.0,33.0,7.0,10.0,0.0,1.0,3.0,0.0,67.0,48.0,31.0,9.0,10.0,8.0,11.0
Rome Masters,Clay,M,200670,R,183.0,USA,24.3,126409,R,196.0,FRA,27.1,3,R128,105.0,4.0,0.0,66.0,38.0,28.0,20.0,12.0,3.0,4.0,7.0,3.0,75.0,49.0,33.0,12.0,12.0,0.0,3.0
Rome Masters,Clay,M,105676,R,180.0,BEL,32.4,208134,R,185.0,ITA,19.7,3,R128,142.0,3.0,3.0,106.0,60.0,38.0,26.0,13.0,10.0,12.0,3.0,2.0,82.0,53.0,34.0,13.0,14.0,1.0,5.0
Rome Masters,Clay,M,106186,R,178.0,AUS,29.9,144817,L,196.0,SUI,26.8,3,R128,150.0,5.0,2.0,96.0,55.0,42.0,20.0,15.0,4.0,7.0,4.0,3.0,104.0,59.0,39.0,20.0,15.0,5.0,11.0
Rome Masters,Clay,M,200325,R,188.0,FIN,24.0,200005,L,188.0,FRA,24.8,3,R128,180.0,9.0,3.0,99.0,61.0,40.0,20.0,15.0,6.0,11.0,7.0,8.0,106.0,54.0,36.0,27.0,16.0,2.0,7.0
Rome Masters,Clay,M,132686,R,185.0,POR,26.2,105583,R,180.0,SRB,32.8,3,R128,66.0,2.0,0.0,56.0,41.0,27.0,9.0,8.0,4.0,5.0,2.0,2.0,48.0,29.0,16.0,9.0,9.0,2.0,7.0
Rome Masters,Clay,M,132283,R,191.0,ITA,27.9,104871,R,188.0,FRA,36.2,3,R128,75.0,2.0,0.0,45.0,31.0,26.0,7.0,8.0,0.0,0.0,1.0,7.0,53.0,29.0,18.0,7.0,7.0,2.0,6.0
Rome Masters,Clay,M,208286,R,183.0,ITA,22.2,106043,R,170.0,ARG,30.7,3,R128,146.0,4.0,2.0,78.0,44.0,30.0,23.0,13.0,3.0,4.0,0.0,3.0,98.0,63.0,44.0,14.0,13.0,9.0,13.0
Rome Masters,Clay,M,127157,R,191.0,GER,24.6,206748,L,185.0,ITA,21.4,3,R128,158.0,1.0,1.0,110.0,76.0,48.0,18.0,14.0,5.0,8.0,2.0,2.0,86.0,49.0,32.0,16.0,14.0,6.0,11.0
Rome Masters,Clay,M,106329,L,183.0,BRA,28.9,105173,L,183.0,FRA,34.8,3,R128,68.0,4.0,1.0,45.0,26.0,23.0,10.0,8.0,0.0,0.0,1.0,4.0,43.0,26.0,15.0,7.0,7.0,5.0,9.0
Rome Masters,Clay,M,106148,R,183.0,ESP,30.1,106198,R,180.0,BOL,29.8,3,R128,87.0,0.0,1.0,41.0,32.0,26.0,6.0,8.0,0.0,0.0,0.0,5.0,69.0,40.0,26.0,10.0,9.0,2.0,6.0
Rome Masters,Clay,M,206681,R,191.0,HUN,23.5,144895,L,178.0,FRA,24.0,3,R128,123.0,2.0,0.0,81.0,51.0,41.0,17.0,13.0,3.0,4.0,0.0,4.0,85.0,56.0,37.0,10.0,13.0,6.0,12.0
Rome Masters,Clay,M,105077,L,188.0,ESP,35.3,208859,R,186.5462915601023,ITA,22.3,3,R128,138.0,2.0,2.0,88.0,57.0,39.0,16.0,14.0,5.0,7.0,5.0,4.0,82.0,52.0,32.0,14.0,13.0,2.0,6.0
Geneva,Clay,A,111797,R,198.0,CHI,27.6,105777,R,188.0,BUL,32.0,3,F,97.0,9.0,3.0,66.0,38.0,34.0,13.0,10.0,3.0,4.0,7.0,1.0,57.0,31.0,19.0,15.0,9.0,1.0,4.0
Geneva,Clay,A,111797,R,198.0,CHI,27.6,100644,R,198.0,GER,26.0,3,SF,106.0,7.0,3.0,69.0,48.0,43.0,9.0,11.0,1.0,1.0,6.0,5.0,65.0,49.0,37.0,6.0,10.0,2.0,3.0
Geneva,Clay,A,105777,R,188.0,BUL,32.0,126203,R,193.0,USA,25.5,3,SF,172.0,8.0,10.0,131.0,70.0,48.0,29.0,16.0,9.0,13.0,13.0,0.0,103.0,63.0,49.0,18.0,17.0,4.0,8.0
Geneva,Clay,A,111797,R,198.0,CHI,27.6,134770,R,183.0,NOR,24.4,3,QF,151.0,12.0,3.0,87.0,51.0,42.0,23.0,16.0,2.0,4.0,3.0,4.0,107.0,67.0,49.0,23.0,17.0,3.0,5.0
Geneva,Clay,A,100644,R,198.0,GER,26.0,200059,R,183.0,CHN,23.6,3,QF,21.0,2.0,0.0,10.0,9.0,7.0,1.0,2.0,0.0,0.0,0.0,2.0,22.0,16.0,7.0,3.0,3.0,3.0,5.0
Geneva,Clay,A,105777,R,188.0,BUL,32.0,106331,R,183.0,AUS,28.9,3,QF,163.0,13.0,3.0,107.0,63.0,52.0,22.0,17.0,6.0,8.0,7.0,3.0,113.0,66.0,49.0,20.0,17.0,6.0,10.0
Geneva,Clay,A,126203,R,193.0,USA,25.5,125802,R,193.0,BLR,29.2,3,QF,51.0,6.0,2.0,37.0,21.0,19.0,13.0,8.0,0.0,0.0,0.0,2.0,37.0,25.0,13.0,3.0,7.0,3.0,7.0
Geneva,Clay,A,134770,R,183.0,NOR,24.4,200670,R,183.0,USA,24.4,3,R16,81.0,6.0,2.0,63.0,39.0,31.0,16.0,11.0,2.0,2.0,6.0,2.0,52.0,31.0,24.0,11.0,10.0,1.0,3.0
Geneva,Clay,A,100644,R,198.0,GER,26.0,111153,R,201.0,USA,27.0,3,R16,67.0,5.0,2.0,44.0,33.0,29.0,5.0,8.0,1.0,1.0,4.0,4.0,49.0,32.0,21.0,7.0,9.0,2.0,6.0
Geneva,Clay,A,200059,R,183.0,CHN,23.6,106065,R,185.0,ITA,30.6,3,R16,92.0,1.0,0.0,69.0,43.0,29.0,13.0,11.0,2.0,5.0,1.0,2.0,69.0,46.0,31.0,8.0,10.0,5.0,9.0
Geneva,Clay,A,106331,R,183.0,AUS,28.9,126523,R,185.0,ESP,26.3,3,R16,36.0,4.0,0.0,20.0,12.0,9.0,7.0,4.0,0.0,0.0,0.0,3.0,34.0,20.0,7.0,4.0,5.0,2.0,7.0
Geneva,Clay,A,105777,R,188.0,BUL,32.0,106148,R,183.0,ESP,30.1,3,R16,67.0,4.0,1.0,48.0,27.0,23.0,14.0,9.0,0.0,0.0,3.0,2.0,43.0,23.0,16.0,10.0,8.0,2.0,5.0
Geneva,Clay,A,125802,R,193.0,BLR,29.2,105173,L,183.0,FRA,34.8,3,R16,158.0,1.0,2.0,88.0,62.0,39.0,9.0,14.0,2.0,8.0,4.0,1.0,114.0,62.0,38.0,20.0,15.0,10.0,18.0
Geneva,Clay,A,126203,R,193.0,USA,25.5,106218,R,180.0,USA,29.8,3,R16,118.0,8.0,5.0,78.0,41.0,29.0,24.0,14.0,5.0,8.0,4.0,2.0,86.0,56.0,33.0,12.0,13.0,8.0,13.0
Geneva,Clay,A,200670,R,183.0,USA,24.4,106198,R,180.0,BOL,29.9,3,R32,75.0,5.0,2.0,55.0,37.0,28.0,11.0,9.0,2.0,2.0,1.0,1.0,53.0,42.0,24.0,6.0,9.0,4.0,7.0
Geneva,Clay,A,111797,R,198.0,CHI,27.6,105583,R,180.0,SRB,32.8,3,R32,68.0,10.0,0.0,42.0,32.0,27.0,9.0,9.0,0.0,0.0,0.0,2.0,55.0,28.0,18.0,14.0,9.0,3.0,6.0
Geneva,Clay,A,134868,R,188.0,NED,26.8,105882,R,185.0,ITA,31.3,3,R32,103.0,5.0,3.0,69.0,46.0,37.0,13.0,12.0,1.0,3.0,5.0,1.0,74.0,46.0,31.0,16.0,12.0,0.0,3.0
Geneva,Clay,A,111153,R,201.0,USA,27.0,105332,R,196.0,FRA,34.0,3,R32,74.0,3.0,2.0,62.0,41.0,34.0,11.0,10.0,3.0,4.0,5.0,6.0,64.0,30.0,21.0,21.0,11.0,1.0,4.0
Geneva,Clay,A,200059,R,183.0,CHN,23.6,144817,L,196.0,SUI,26.9,3,R32,132.0,3.0,7.0,112.0,64.0,39.0,24.0,16.0,3.0,8.0,9.0,3.0,92.0,58.0,38.0,21.0,16.0,2.0,7.0
Geneva,Clay,A,106065,R,185.0,ITA,30.6,210097,L,186.5462915601023,USA,20.6,3,R32,122.0,7.0,4.0,81.0,56.0,40.0,13.0,14.0,3.0,6.0,8.0,6.0,92.0,65.0,41.0,13.0,14.0,7.0,11.0
Geneva,Clay,A,126523,R,185.0,ESP,26.3,126964,R,183.0,UKR,25.8,3,R32,78.0,2.0,3.0,53.0,32.0,24.0,11.0,9.0,3.0,4.0,1.0,1.0,55.0,32.0,19.0,11.0,9.0,9.0,13.0
Geneva,Clay,A,106331,R,183.0,AUS,28.9,126120,R,191.0,CRO,26.4,3,R32,169.0,12.0,0.0,103.0,55.0,41.0,32.0,15.0,3.0,3.0,4.0,4.0,105.0,66.0,50.0,18.0,16.0,4.0,7.0
Geneva,Clay,A,106148,R,183.0,ESP,30.1,209405,L,186.5462915601023,ESP,20.3,3,R32,144.0,3.0,3.0,106.0,72.0,45.0,16.0,13.0,10.0,13.0,1.0,8.0,83.0,44.0,29.0,16.0,13.0,3.0,9.0
Geneva,Clay,A,105173,L,183.0,FRA,34.8,105936,R,185.0,SRB,31.2,3,R32,80.0,4.0,1.0,58.0,31.0,25.0,15.0,10.0,1.0,2.0,7.0,3.0,59.0,40.0,26.0,6.0,9.0,6.0,10.0
